Funct	Description
1.12.2.1	cytochrome-c3 hydrogenase; H2:ferricytochrome c3 oxidoreductase; cytochrome c3 reductase; cytochrome hydrogenase; hydrogenase [ambiguous]
1.12.5.-	Oxidoreductases; Acting on hydrogen as donors; With a quinone or similar compound as acceptor
1.12.5.1	hydrogen:quinone oxidoreductase; hydrogen-ubiquinone oxidoreductase; hydrogen:menaquinone oxidoreductase; membrane-bound hydrogenase; quinone-reactive Ni/Fe-hydrogenase
1.12.7.-	Oxidoreductases; Acting on hydrogen as donors; With an iron-sulfur protein as acceptor
1.12.7.1	Transferred to 1.12.7.2
1.12.7.2	ferredoxin hydrogenase; H2 oxidizing hydrogenase; H2 producing hydrogenase [ambiguous]; bidirectional hydrogenase; hydrogen-lyase [ambiguous]; hydrogenase (ferredoxin); hydrogenase I; hydrogenase II; hydrogenlyase [ambiguous]; uptake hydrogenase [ambiguous]
1.12.98.-	Oxidoreductases; Acting on hydrogen as donors; With other, known, acceptors
1.12.98.1	coenzyme F420 hydrogenase; 8-hydroxy-5-deazaflavin-reducing hydrogenase; F420-reducing hydrogenase; coenzyme F420-dependent hydrogenase
1.12.98.2	5,10-methenyltetrahydromethanopterin hydrogenase; H2-forming N5,N10-methylenetetrahydromethanopterin dehydrogenase; nonmetal hydrogenase; N5,N10-methenyltetrahydromethanopterin hydrogenase; hydrogen:N5,N10-methenyltetrahydromethanopterin oxidoreductase
1.12.98.3	Methanosarcina-phenazine hydrogenase; methanophenazine hydrogenase; methylviologen-reducing hydrogenase
1.12.98.4	sulfhydrogenase; sulfur reductase
1.12.99.-	Oxidoreductases; Acting on hydrogen as donors; With other acceptors
1.12.99.1	Transferred to 1.12.98.1
1.12.99.2	Deleted entry
1.12.99.3	Transferred to 1.12.5.1
1.12.99.4	Transferred to 1.12.98.2
1.12.99.5	Deleted entry
1.12.99.6	hydrogenase (acceptor); H2 producing hydrogenase (ambiguous); hydrogen-lyase (ambiguous); hydrogenlyase (ambiguous); uptake hydrogenase (ambiguous); hydrogen:(acceptor) oxidoreductase
1.13.-.-	Oxidoreductases; Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2
1.13.1.-	Oxidoreductases; Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2; With NADH or NADPH as one donor
1.13.1.1	Transferred to 1.13.11.1
1.13.1.10	Transferred to 1.13.11.10
1.13.1.11	Transferred to 1.13.99.1
1.13.1.12	Transferred to 1.13.11.11
1.13.1.13	Transferred to 1.13.11.12
1.13.1.2	Transferred to 1.13.11.2
1.13.1.3	Transferred to 1.13.11.3
1.13.1.4	Transferred to 1.13.11.4
1.13.1.5	Transferred to 1.13.11.5
1.13.1.6	Transferred to 1.13.11.6
1.13.1.7	Deleted entry
1.13.1.8	Transferred to 1.13.11.8
1.13.1.9	Transferred to 1.13.11.9
1.13.11.-	Oxidoreductases; Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2; With incorporation of two atoms of oxygen
1.13.11.1	catechol 1,2-dioxygenase; catechol-oxygen 1,2-oxidoreductase; 1,2-pyrocatechase; catechase; catechol 1,2-oxygenase; catechol dioxygenase; pyrocatechase; pyrocatechol 1,2-dioxygenase; CD I; CD II
1.13.11.10	7,8-dihydroxykynurenate 8,8a-dioxygenase; 7,8-dihydroxykynurenate oxygenase; 7,8-dihydroxykynurenate 8,8alpha-dioxygenase; 7,8-dihydroxykynurenate:oxygen 8,8a-oxidoreductase (decyclizing)
1.13.11.11	tryptophan 2,3-dioxygenase; tryptophan pyrrolase (ambiguous); tryptophanase; tryptophan oxygenase; tryptamine 2,3-dioxygenase; tryptophan peroxidase; indoleamine 2,3-dioxygenase (ambiguous); indolamine 2,3-dioxygenase (ambiguous); L-tryptophan pyrrolase; TDO; L-tryptophan 2,3-dioxygenase; L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.12	linoleate 13S-lipoxygenase; 13-lipoxidase; carotene oxidase; 13-lipoperoxidase; fat oxidase; 13-lipoxydase; lionoleate:O2 13-oxidoreductase
1.13.11.13	Deleted entry
1.13.11.14	2,3-dihydroxybenzoate 3,4-dioxygenase; o-pyrocatechuate oxygenase; 2,3-dihydroxybenzoate 1,2-dioxygenase; 2,3-dihydroxybenzoic oxygenase; 2,3-dihydroxybenzoate oxygenase; 2,3-dihydroxybenzoate:oxygen 3,4-oxidoreductase (decyclizing)
1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase; 3,4-dihydroxyphenylacetic acid 2,3-dioxygenase; HPC dioxygenase; homoprotocatechuate 2,3-dioxygenase; 3,4-dihydroxyphenylacetate:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.16	3-carboxyethylcatechol 2,3-dioxygenase; 2,3-dihydroxy-beta-phenylpropionic dioxygenase; 2,3-dihydroxy-beta-phenylpropionate oxygenase; 3-(2,3-dihydroxyphenyl)propanoate:oxygen 1,2-oxidoreductase; 3-(2,3-dihydroxyphenyl)propanoate:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.17	indole 2,3-dioxygenase; indole oxidase; indoleamine 2,3-dioxygenase (ambiguous); indole:O2 oxidoreductase; indole-oxygen 2,3-oxidoreductase (decyclizing); IDO (ambiguous); indole:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.18	persulfide dioxygenase; sulfur oxygenase (incorrect); sulfur:oxygen oxidoreductase (incorrect); sulfur dioxygenase (incorrect)
1.13.11.19	cysteamine dioxygenase; ADO (gene name); persulfurase; cysteamine oxygenase; cysteamine:oxygen oxidoreductase
1.13.11.2	catechol 2,3-dioxygenase; 2,3-pyrocatechase; catechol 2,3-oxygenase; catechol oxygenase; metapyrocatechase; pyrocatechol 2,3-dioxygenase; xylE (gene name); catechol:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.20	cysteine dioxygenase; cysteine oxidase
1.13.11.21	Transferred to 1.14.99.36
1.13.11.22	caffeate 3,4-dioxygenase; 3,4-dihydroxy-trans-cinnamate:oxygen 3,4-oxidoreductase (decyclizing)
1.13.11.23	2,3-dihydroxyindole 2,3-dioxygenase; 2,3-dihydroxyindole:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.24	quercetin 2,3-dioxygenase; quercetinase; flavonol 2,4-oxygenase; quercetin:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.25	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase; steroid 4,5-dioxygenase; 3-alkylcatechol 2,3-dioxygenase; 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione:oxygen 4,5-oxidoreductase (decyclizing)
1.13.11.26	peptide-tryptophan 2,3-dioxygenase; pyrrolooxygenase; peptidyltryptophan 2,3-dioxygenase; tryptophan pyrrolooxygenase; [protein]-L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.27	4-hydroxyphenylpyruvate dioxygenase; p-hydroxyphenylpyruvic hydroxylase; p-hydroxyphenylpyruvate hydroxylase; p-hydroxyphenylpyruvate oxidase; p-hydroxyphenylpyruvic oxidase; p-hydroxyphenylpyruvate dioxygenase; p-hydroxyphenylpyruvic acid hydroxylase; 4-hydroxyphenylpyruvic acid dioxygenase
1.13.11.28	2,3-dihydroxybenzoate 2,3-dioxygenase; 2,3-dihydroxybenzoate 2,3-oxygenase; 2,3-dihydroxybenzoate:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.29	stizolobate synthase
1.13.11.3	protocatechuate 3,4-dioxygenase; protocatechuate oxygenase; protocatechuic acid oxidase; protocatechuic 3,4-dioxygenase; protocatechuic 3,4-oxygenase; protocatechuate:oxygen 3,4-oxidoreductase (decyclizing)
1.13.11.30	stizolobinate synthase
1.13.11.31	arachidonate 12-lipoxygenase; Delta12-lipoxygenase; 12-lipoxygenase; 12Delta-lipoxygenase; C-12 lipoxygenase; 12S-lipoxygenase; leukotriene A4 synthase; LTA4 synthase
1.13.11.32	Transferred to 1.13.12.16
1.13.11.33	arachidonate 15-lipoxygenase; 15-lipoxygenase; linoleic acid omega6-lipoxygenase; omega6 lipoxygenase
1.13.11.34	arachidonate 5-lipoxygenase; leukotriene-A4 synthase; Delta5-lipoxygenase; 5Delta-lipoxygenase; arachidonic 5-lipoxygenase; arachidonic acid 5-lipoxygenase; C-5-lipoxygenase; LTA synthase; leukotriene A4 synthase
1.13.11.35	pyrogallol 1,2-oxygenase; pyrogallol 1,2-dioxygenase; 1,2,3-trihydroxybenzene:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.36	chloridazon-catechol dioxygenase; 5-amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone 1,2-oxidoreductase (decyclizing)
1.13.11.37	hydroxyquinol 1,2-dioxygenase; hydroxyquinol dioxygenase; benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing); benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (ring-opening)
1.13.11.38	1-hydroxy-2-naphthoate 1,2-dioxygenase; 1-hydroxy-2-naphthoate dioxygenase; 1-hydroxy-2-naphthoate-degrading enzyme; 1-hydroxy-2-naphthoic acid dioxygenase; 1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.39	biphenyl-2,3-diol 1,2-dioxygenase; 2,3-dihydroxybiphenyl dioxygenase; biphenyl-2,3-diol dioxygenase; bphC (gene name); biphenyl-2,3-diol:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.4	gentisate 1,2-dioxygenase; gentisate oxygenase; 2,5-dihydroxybenzoate dioxygenase; gentisate dioxygenase; gentisic acid oxidase; gentisate:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.40	arachidonate 8-lipoxygenase; 8-lipoxygenase; 8(R)-lipoxygenase
1.13.11.41	2,4'-dihydroxyacetophenone dioxygenase; (4-hydroxybenzoyl)methanol oxygenase
1.13.11.42	Deleted entry
1.13.11.43	lignostilbene alphabeta-dioxygenase
1.13.11.44	Deleted entry
1.13.11.45	linoleate 11-lipoxygenase; linoleate dioxygenase; manganese lipoxygenase
1.13.11.46	4-hydroxymandelate synthase; 4-hydroxyphenylpyruvate dioxygenase II
1.13.11.47	3-hydroxy-4-oxoquinoline 2,4-dioxygenase; (1H)-3-hydroxy-4-oxoquinoline 2,4-dioxygenase; 3-hydroxy-4-oxo-1,4-dihydroquinoline 2,4-dioxygenase; 3-hydroxy-4(1H)-one, 2,4-dioxygenase; quinoline-3,4-diol 2,4-dioxygenase
1.13.11.48	3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase; (1H)-3-hydroxy-4-oxoquinaldine 2,4-dioxygenase
1.13.11.49	chlorite O2-lyase
1.13.11.5	homogentisate 1,2-dioxygenase; homogentisicase; homogentisate oxygenase; homogentisate dioxygenase; homogentisate oxidase; homogentisic acid oxidase; homogentisic acid oxygenase; homogentisic oxygenase; homogentisate:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.50	acetylacetone-cleaving enzyme; Dke1; acetylacetone dioxygenase; diketone cleaving dioxygenase; diketone cleaving enzyme
1.13.11.51	9-cis-epoxycarotenoid dioxygenase; nine-cis-epoxycarotenoid dioxygenase; NCED; AtNCED3; PvNCED1; VP14
1.13.11.52	indoleamine 2,3-dioxygenase; IDO (ambiguous); tryptophan pyrrolase (ambiguous); D-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.53	acireductone dioxygenase (Ni2+-requiring); ARD; 2-hydroxy-3-keto-5-thiomethylpent-1-ene dioxygenase (ambiguous); acireductone dioxygenase (ambiguous); E-2; 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate- and CO-forming)
1.13.11.54	acireductone dioxygenase [iron(II)-requiring]; ARD'; 2-hydroxy-3-keto-5-thiomethylpent-1-ene dioxygenase (ambiguous); acireductone dioxygenase (ambiguous); E-2'; E-3 dioxygenase; 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)
1.13.11.55	sulfur oxygenase/reductase; SOR; sulfur oxygenase; sulfur oxygenase reductase
1.13.11.56	1,2-dihydroxynaphthalene dioxygenase; 1,2-DHN dioxygenase; DHNDO; 1,2-dihydroxynaphthalene oxygenase; 1,2-dihydroxynaphthalene:oxygen oxidoreductase
1.13.11.57	gallate dioxygenase; GalA; gallate:oxygen oxidoreductase
1.13.11.58	linoleate 9S-lipoxygenase; 9-lipoxygenase; 9S-lipoxygenase; linoleate 9-lipoxygenase; LOX1 (gene name); 9S-LOX
1.13.11.59	torulene dioxygenase; CAO-2; CarT
1.13.11.6	3-hydroxyanthranilate 3,4-dioxygenase; 3-hydroxyanthranilate oxygenase; 3-hydroxyanthranilic acid oxygenase; 3-hydroxyanthranilic oxygenase; 3-hydroxyanthranilic acid oxidase; 3HAO; 3-hydroxyanthranilate:oxygen 3,4-oxidoreductase (decyclizing)
1.13.11.60	linoleate 8R-lipoxygenase; linoleic acid 8R-dioxygenase; 5,8-LDS (bifunctional enzyme); 7,8-LDS (bifunctional enzyme); 5,8-linoleate diol synthase (bifunctional enzyme); 7,8-linoleate diol synthase (bifunctional enzyme); PpoA
1.13.11.61	linolenate 9R-lipoxygenase; NspLOX; (9R)-LOX; linoleate 9R-dioxygenase
1.13.11.62	linoleate 10R-lipoxygenase; 10R-DOX; (10R)-dioxygenase; 10R-dioxygenase
1.13.11.63	beta-carotene 15,15'-dioxygenase; blh (gene name); BCO1 (gene name); BCDO (gene name); carotene dioxygenase; carotene 15,15'-dioxygenase; BCMO1 (misleading); beta-carotene 15,15'-monooxygenase (incorrect)
1.13.11.64	5-nitrosalicylate dioxygenase; naaB (gene name); 5-nitrosalicylate:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.65	carotenoid isomerooxygenase; ninaB (gene name)
1.13.11.66	hydroquinone 1,2-dioxygenase; hydroquinone dioxygenase; benzene-1,4-diol:oxygen 1,2-oxidoreductase (decyclizing)
1.13.11.67	8'-apo-beta-carotenoid 14',13'-cleaving dioxygenase; 8'-apo-beta-carotenol:O2 oxidoreductase (14',13'-cleaving)
1.13.11.68	9-cis-beta-carotene 9',10'-cleaving dioxygenase; CCD7 (gene name); MAX3 (gene name); NCED7 (gene name)
1.13.11.69	carlactone synthase; CCD8 (gene name); MAX4 (gene name); NCED8 (gene name)
1.13.11.7	Deleted entry
1.13.11.70	all-trans-10'-apo-beta-carotenal 13,14-cleaving dioxygenase; CCD8 (gene name); MAX4 (gene name); NCED8 (gene name); all-trans-10'-apo-beta-carotenal:O2 oxidoreductase (13,14-cleaving)
1.13.11.71	carotenoid-9',10'-cleaving dioxygenase; BCO2 (gene name); beta-carotene 9',10'-monooxygenase (misleading); all-trans-beta-carotene:O2 oxidoreductase (9',10'-cleaving)
1.13.11.72	2-hydroxyethylphosphonate dioxygenase; HEPD; phpD (gene name); 2-hydroxyethylphosphonate:O2 1,2-oxidoreductase (hydroxymethylphosphonate forming)
1.13.11.73	methylphosphonate synthase; mpnS (gene name); 2-hydroxyethylphosphonate:O2 1,2-oxidoreductase (methylphosphonate-forming)
1.13.11.74	2-aminophenol 1,6-dioxygenase; amnA (gene name); amnB (gene name); 2-aminophenol:oxygen 1,6-oxidoreductase (decyclizing)
1.13.11.75	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase; Diox1; ACO; 8'-apo-beta-carotenal 15,15'-oxygenase
1.13.11.76	2-amino-5-chlorophenol 1,6-dioxygenase; cnbC (gene name); 2-amino-5-chlorophenol:oxygen 1,6-oxidoreductase (decyclizing)
1.13.11.77	oleate 10S-lipoxygenase; 10S-DOX; (10S)-dioxygenase; 10S-dioxygenase
1.13.11.78	2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming); phnZ (gene name)
1.13.11.79	aerobic 5,6-dimethylbenzimidazole synthase; BluB; flavin destructase
1.13.11.8	protocatechuate 4,5-dioxygenase; protocatechuate 4,5-oxygenase; protocatechuic 4,5-dioxygenase; protocatechuic 4,5-oxygenase; protocatechuate:oxygen 4,5-oxidoreductase (decyclizing); protocatechuate:oxygen 4,5-oxidoreductase (ring-opening)
1.13.11.80	(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase; DpgC
1.13.11.81	7,8-dihydroneopterin oxygenase
1.13.11.82	8'-apo-carotenoid 13,14-cleaving dioxygenase; NACOX1 (gene name)
1.13.11.83	4-hydroxy-3-prenylphenylpyruvate oxygenase; CloR
1.13.11.84	crocetin dialdehyde synthase; CCD2; zeaxanthin 7,8-dioxygenase
1.13.11.85	exo-cleaving rubber dioxygenase; roxA (gene name); heme-dependent rubber oxygenase (ambiguous)
1.13.11.86	5-aminosalicylate 1,2-dioxygenase; mabB (gene name)
1.13.11.87	endo-cleaving rubber dioxygenase; latex clearing protein; lcp (gene name); roxB (gene name)
1.13.11.88	isoeugenol monooxygenase; iem (gene name)
1.13.11.89	(hydroxymethyl)phosphonate dioxygenase; phnZ1 (gene name)
1.13.11.9	2,5-dihydroxypyridine 5,6-dioxygenase; 2,5-dihydroxypyridine oxygenase; pyridine-2,5-diol dioxygenase; NicX
1.13.11.90	[1-hydroxy-2-(trimethylamino)ethyl]phosphonate dioxygenase (glycine-betaine-forming); tmpB (gene name)
1.13.11.91	3-mercaptopropionate dioxygenase; mdo (gene name); 3-mercaptopropionic acid dioxygenase; 3-sulfanylpropanoate dioxygenase
1.13.11.92	fatty acid alpha-dioxygenase; DOX1 (gene name)
1.13.11.93	2-oxoadipate dioxygenase/decarboxylase; ydcJ (gene name)
1.13.12.-	Oxidoreductases; Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2; With incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)
1.13.12.1	arginine 2-monooxygenase; arginine monooxygenase; arginine decarboxylase (incorrect); arginine oxygenase (decarboxylating); arginine decarboxy-oxidase
1.13.12.10	Deleted entry
1.13.12.11	Deleted entry
1.13.12.12	Transferred to 1.13.11.67
1.13.12.13	Oplophorus-luciferin 2-monooxygenase; Oplophorus luciferase
1.13.12.14	Transferred to 1.14.13.122
1.13.12.15	3,4-dihydroxyphenylalanine oxidative deaminase; 3,4-dihydroxy-L-phenylalanine: oxidative deaminase; oxidative deaminase; DOPA oxidative deaminase; DOPAODA
1.13.12.16	nitronate monooxygenase; NMO; 2-nitropropane dioxygenase (incorrect)
1.13.12.17	dichloroarcyriaflavin A synthase
1.13.12.18	dinoflagellate luciferase; (dinoflagellate luciferin) luciferase; Gonyaulax luciferase
1.13.12.19	2-oxoglutarate dioxygenase (ethene-forming); ethylene-forming enzyme; EFE; 2-oxoglutarate dioxygenase (ethylene-forming); 2-oxoglutarate:oxygen oxidoreductase (decarboxylating, ethylene-forming)
1.13.12.2	lysine 2-monooxygenase; lysine oxygenase; lysine monooxygenase; L-lysine-2-monooxygenase
1.13.12.20	noranthrone monooxygenase; norsolorinate anthrone oxidase
1.13.12.21	tetracenomycin-F1 monooxygenase; tcmH (gene name)
1.13.12.22	deoxynogalonate monooxygenase; SnoaB (gene name); 12-deoxynogalonic acid oxidoreductase; [4,5-dihydroxy-10-oxo-3-(3-oxobutanoyl)-9,10-dihydroanthracen-2-yl]acetate oxidase; [4,5-dihydroxy-10-oxo-3-(3-oxobutanoyl)-9,10-dihydroanthracen-2-yl]acetate monooxygenase; deoxynogalonate oxidoreductase
1.13.12.23	4-hydroxy-3-prenylbenzoate synthase; CloR; novR (gene name)
1.13.12.24	calcium-regulated photoprotein; Ca2+-regulated photoprotein; calcium-activated photoprotein; aequorin; obelin; halistaurin; mitrocomin; phialidin; clytin; mnemiopsin; berovin
1.13.12.3	tryptophan 2-monooxygenase; tms1 (gene name); iaaM (gene name)
1.13.12.4	lactate 2-monooxygenase; lactate oxidative decarboxylase; lactate oxidase; lactic oxygenase; lactate oxygenase; lactic oxidase; L-lactate monooxygenase; lactate monooxygenase; L-lactate-2-monooxygenase
1.13.12.5	Renilla-type luciferase; Renilla-luciferin 2-monooxygenase; luciferase (Renilla luciferin); Renilla-luciferin:oxygen 2-oxidoreductase (decarboxylating)
1.13.12.6	Cypridina-luciferin 2-monooxygenase; Cypridina-type luciferase; luciferase (Cypridina luciferin); Cypridina luciferase
1.13.12.7	firefly luciferase; Photinus-luciferin 4-monooxygenase (ATP-hydrolysing); luciferase (firefly luciferin); Photinus luciferin 4-monooxygenase (adenosine triphosphate-hydrolyzing); firefly luciferin luciferase; Photinus pyralis luciferase; Photinus-luciferin:oxygen 4-oxidoreductase (decarboxylating, ATP-hydrolysing)
1.13.12.8	Watasenia-luciferin 2-monooxygenase; Watasenia-type luciferase
1.13.12.9	phenylalanine 2-monooxygenase; L-phenylalanine oxidase (deaminating and decarboxylating); phenylalanine (deaminating, decarboxylating)oxidase
1.13.99.-	Oxidoreductases; Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2; Miscellaneous
1.13.99.1	inositol oxygenase; meso-inositol oxygenase; myo-inositol oxygenase; MOO
1.13.99.2	Transferred to 1.14.12.10
1.13.99.3	tryptophan 2'-dioxygenase; indole-3-alkane alpha-hydroxylase; tryptophan side-chain alpha,beta-oxidase; tryptophan side chain oxidase II; tryptophan side-chain oxidase; TSO; indolyl-3-alkan alpha-hydroxylase; tryptophan side chain oxidase type I; TSO I ; TSO II; tryptophan side chain oxidase
1.13.99.4	Transferred to 1.14.12.9
1.13.99.5	Transferred to 1.13.11.47
1.14.-.-	Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2
1.14.1.-	Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; With NADH or NADPH as one donor
1.14.1.1	Transferred to 1.14.14.1
1.14.1.10	Transferred to 1.14.99.11
1.14.1.11	Deleted entry
1.14.1.2	Transferred to 1.14.13.9
1.14.1.3	Deleted entry
1.14.1.4	Transferred to 1.14.99.2
1.14.1.5	Transferred to 1.14.13.5
1.14.1.6	Transferred to 1.14.15.4
1.14.1.7	Transferred to 1.14.99.9
1.14.1.8	Transferred to 1.14.99.10
1.14.1.9	Deleted entry
1.14.11.-	Oxidoreductases; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2; With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
